[15, 25, 35, 45, 55, 2, 12, 22, 32, 53, 63, 73, 36, 46, 56, 41, 42]
[52, 62, 72, 82, 92, 54, 64, 74, 84, 76, 77, 78, 49, 59, 69, 12, 13]
[81, 82, 83, 84, 85, 24, 34, 44, 54, 30, 31, 32, 94, 95, 96, 77, 78]
[13, 14, 15, 16, 17, 31, 41, 51, 61, 63, 73, 83, 76, 86, 96, 52, 53]
[59, 69, 79, 89, 99, 54, 55, 56, 57, 41, 42, 43, 12, 13, 14, 10, 20]
[19, 29, 39, 49, 59, 57, 67, 77, 87, 61, 62, 63, 16, 26, 36, 83, 84]
[92, 93, 94, 95, 96, 45, 46, 47, 48, 7, 8, 9, 42, 43, 44, 56, 66]
[9, 19, 29, 39, 49, 35, 36, 37, 38, 55, 56, 57, 1, 11, 21, 64, 65]
[22, 23, 24, 25, 26, 43, 53, 63, 73, 54, 64, 74, 55, 65, 75, 96, 97]
[35, 36, 37, 38, 39, 48, 58, 68, 78, 91, 92, 93, 64, 74, 84, 19, 29]
[42, 43, 44, 45, 46, 4, 14, 24, 34, 47, 48, 49, 13, 23, 33, 22, 32]
[74, 75, 76, 77, 78, 64, 65, 66, 67, 48, 58, 68, 24, 34, 44, 21, 22]
[43, 44, 45, 46, 47, 70, 71, 72, 73, 32, 33, 34, 67, 77, 87, 53, 54]
[57, 67, 77, 87, 97, 34, 35, 36, 37, 32, 42, 52, 41, 51, 61, 56, 66]
[34, 44, 54, 64, 74, 45, 46, 47, 48, 83, 84, 85, 37, 38, 39, 30, 40]
[23, 24, 25, 26, 27, 60, 70, 80, 90, 40, 41, 42, 1, 2, 3, 59, 69]
[41, 51, 61, 71, 81, 32, 33, 34, 35, 10, 20, 30, 86, 87, 88, 29, 39]
[15, 25, 35, 45, 55, 4, 5, 6, 7, 94, 95, 96, 59, 69, 79, 22, 32]
[52, 53, 54, 55, 56, 73, 74, 75, 76, 94, 95, 96, 63, 64, 65, 19, 29]
[91, 92, 93, 94, 95, 7, 17, 27, 37, 69, 79, 89, 26, 36, 46, 8, 9]
[39, 49, 59, 69, 79, 71, 72, 73, 74, 77, 87, 97, 6, 16, 26, 19, 29]
[48, 58, 68, 78, 88, 20, 21, 22, 23, 64, 65, 66, 70, 71, 72, 36, 37]
[4, 14, 24, 34, 44, 26, 36, 46, 56, 40, 41, 42, 53, 54, 55, 87, 88]
[45, 55, 65, 75, 85, 0, 10, 20, 30, 87, 88, 89, 33, 43, 53, 36, 37]
[19, 29, 39, 49, 59, 92, 93, 94, 95, 23, 33, 43, 78, 88, 98, 46, 56]
[19, 29, 39, 49, 59, 54, 64, 74, 84, 57, 67, 77, 21, 31, 41, 14, 24]
[28, 38, 48, 58, 68, 11, 21, 31, 41, 74, 84, 94, 12, 22, 32, 46, 56]
[55, 56, 57, 58, 59, 54, 64, 74, 84, 62, 72, 82, 0, 1, 2, 65, 66]
[27, 37, 47, 57, 67, 5, 6, 7, 8, 41, 42, 43, 55, 65, 75, 79, 89]
[34, 35, 36, 37, 38, 43, 53, 63, 73, 79, 89, 99, 77, 87, 97, 40, 41]
[80, 81, 82, 83, 84, 36, 46, 56, 66, 50, 60, 70, 5, 6, 7, 98, 99]
[12, 22, 32, 42, 52, 47, 57, 67, 77, 31, 41, 51, 78, 88, 98, 55, 65]
[74, 75, 76, 77, 78, 64, 65, 66, 67, 54, 55, 56, 71, 81, 91, 15, 16]
[95, 96, 97, 98, 99, 13, 14, 15, 16, 23, 24, 25, 40, 50, 60, 56, 57]
[16, 26, 36, 46, 56, 21, 22, 23, 24, 50, 60, 70, 38, 48, 58, 1, 11]
[2, 3, 4, 5, 6, 24, 34, 44, 54, 40, 50, 60, 39, 49, 59, 74, 75]
[85, 86, 87, 88, 89, 16, 17, 18, 19, 33, 34, 35, 47, 57, 67, 64, 74]
[44, 54, 64, 74, 84, 23, 24, 25, 26, 90, 91, 92, 10, 20, 30, 4, 5]
[84, 85, 86, 87, 88, 50, 60, 70, 80, 23, 33, 43, 37, 38, 39, 59, 69]
[43, 44, 45, 46, 47, 11, 12, 13, 14, 74, 75, 76, 2, 3, 4, 24, 25]
[20, 21, 22, 23, 24, 52, 53, 54, 55, 19, 29, 39, 43, 44, 45, 41, 42]
[50, 60, 70, 80, 90, 73, 74, 75, 76, 31, 32, 33, 84, 85, 86, 28, 29]
[43, 53, 63, 73, 83, 30, 31, 32, 33, 4, 14, 24, 5, 15, 25, 91, 92]
[60, 61, 62, 63, 64, 45, 55, 65, 75, 28, 38, 48, 74, 84, 94, 4, 5]
[71, 72, 73, 74, 75, 6, 7, 8, 9, 13, 14, 15, 39, 49, 59, 68, 69]
[63, 64, 65, 66, 67, 52, 53, 54, 55, 80, 81, 82, 84, 85, 86, 21, 31]
[74, 75, 76, 77, 78, 51, 61, 71, 81, 13, 14, 15, 56, 57, 58, 83, 84]
[31, 32, 33, 34, 35, 43, 53, 63, 73, 45, 55, 65, 3, 13, 23, 61, 62]
[41, 51, 61, 71, 81, 44, 54, 64, 74, 66, 76, 86, 6, 7, 8, 22, 32]
[53, 63, 73, 83, 93, 9, 19, 29, 39, 47, 57, 67, 20, 30, 40, 55, 56]
[4, 5, 6, 7, 8, 96, 97, 98, 99, 83, 84, 85, 62, 72, 82, 54, 64]
[51, 61, 71, 81, 91, 52, 53, 54, 55, 56, 66, 76, 12, 22, 32, 3, 13]
[13, 14, 15, 16, 17, 21, 31, 41, 51, 19, 29, 39, 91, 92, 93, 58, 68]
[59, 69, 79, 89, 99, 37, 47, 57, 67, 54, 64, 74, 60, 70, 80, 18, 19]
[55, 56, 57, 58, 59, 51, 52, 53, 54, 68, 78, 88, 94, 95, 96, 21, 31]
[53, 63, 73, 83, 93, 10, 11, 12, 13, 46, 47, 48, 57, 67, 77, 1, 2]
[55, 56, 57, 58, 59, 46, 47, 48, 49, 7, 8, 9, 14, 24, 34, 17, 27]
[5, 6, 7, 8, 9, 86, 87, 88, 89, 25, 26, 27, 0, 1, 2, 64, 65]
[10, 11, 12, 13, 14, 19, 29, 39, 49, 5, 15, 25, 36, 37, 38, 85, 86]
[52, 62, 72, 82, 92, 5, 6, 7, 8, 42, 43, 44, 13, 23, 33, 28, 29]
[17, 27, 37, 47, 57, 1, 2, 3, 4, 11, 21, 31, 66, 76, 86, 58, 59]
[4, 5, 6, 7, 8, 12, 13, 14, 15, 72, 73, 74, 22, 23, 24, 17, 18]
[65, 66, 67, 68, 69, 26, 36, 46, 56, 61, 71, 81, 43, 44, 45, 18, 28]
[25, 26, 27, 28, 29, 91, 92, 93, 94, 1, 2, 3, 63, 73, 83, 7, 8]
[9, 19, 29, 39, 49, 72, 73, 74, 75, 51, 61, 71, 2, 12, 22, 84, 94]
[2, 12, 22, 32, 42, 61, 62, 63, 64, 26, 27, 28, 80, 81, 82, 39, 49]
[55, 56, 57, 58, 59, 34, 35, 36, 37, 61, 62, 63, 3, 4, 5, 91, 92]
[6, 16, 26, 36, 46, 0, 1, 2, 3, 81, 82, 83, 17, 27, 37, 57, 67]
[3, 13, 23, 33, 43, 34, 44, 54, 64, 0, 10, 20, 41, 51, 61, 52, 62]
[61, 62, 63, 64, 65, 2, 12, 22, 32, 16, 26, 36, 37, 47, 57, 33, 43]
[30, 31, 32, 33, 34, 7, 17, 27, 37, 82, 83, 84, 3, 13, 23, 52, 53]
[25, 26, 27, 28, 29, 21, 22, 23, 24, 70, 80, 90, 86, 87, 88, 32, 42]
[3, 4, 5, 6, 7, 74, 75, 76, 77, 86, 87, 88, 61, 62, 63, 57, 67]
[10, 11, 12, 13, 14, 91, 92, 93, 94, 54, 64, 74, 18, 28, 38, 46, 56]
[32, 42, 52, 62, 72, 6, 16, 26, 36, 51, 61, 71, 80, 81, 82, 89, 99]
[56, 66, 76, 86, 96, 11, 21, 31, 41, 17, 27, 37, 34, 35, 36, 14, 15]
[35, 45, 55, 65, 75, 13, 23, 33, 43, 25, 26, 27, 56, 57, 58, 36, 46]
[53, 54, 55, 56, 57, 29, 39, 49, 59, 26, 27, 28, 63, 73, 83, 58, 68]
[22, 23, 24, 25, 26, 70, 71, 72, 73, 7, 8, 9, 41, 42, 43, 39, 49]
[50, 51, 52, 53, 54, 91, 92, 93, 94, 19, 29, 39, 26, 27, 28, 38, 48]
[33, 34, 35, 36, 37, 86, 87, 88, 89, 60, 70, 80, 51, 52, 53, 56, 66]
[3, 13, 23, 33, 43, 64, 65, 66, 67, 93, 94, 95, 85, 86, 87, 6, 16]
[54, 64, 74, 84, 94, 59, 69, 79, 89, 16, 17, 18, 23, 33, 43, 10, 20]
[93, 94, 95, 96, 97, 16, 17, 18, 19, 67, 77, 87, 45, 55, 65, 70, 80]
[71, 72, 73, 74, 75, 9, 19, 29, 39, 61, 62, 63, 56, 57, 58, 64, 65]
[2, 12, 22, 32, 42, 76, 77, 78, 79, 36, 37, 38, 56, 57, 58, 40, 50]
[94, 95, 96, 97, 98, 13, 23, 33, 43, 53, 63, 73, 24, 25, 26, 34, 35]
[73, 74, 75, 76, 77, 35, 36, 37, 38, 86, 87, 88, 47, 57, 67, 2, 3]
[15, 16, 17, 18, 19, 25, 35, 45, 55, 49, 59, 69, 0, 1, 2, 20, 21]
[4, 14, 24, 34, 44, 45, 46, 47, 48, 79, 89, 99, 53, 54, 55, 40, 41]
[0, 10, 20, 30, 40, 24, 25, 26, 27, 80, 81, 82, 66, 76, 86, 83, 84]
[21, 22, 23, 24, 25, 41, 42, 43, 44, 82, 83, 84, 65, 75, 85, 79, 89]
[65, 66, 67, 68, 69, 52, 53, 54, 55, 81, 82, 83, 41, 51, 61, 25, 26]
[21, 31, 41, 51, 61, 0, 1, 2, 3, 75, 85, 95, 30, 40, 50, 27, 37]
[53, 63, 73, 83, 93, 10, 11, 12, 13, 54, 55, 56, 68, 78, 88, 76, 86]
[42, 43, 44, 45, 46, 57, 67, 77, 87, 82, 83, 84, 58, 68, 78, 25, 26]
[10, 11, 12, 13, 14, 64, 65, 66, 67, 51, 52, 53, 34, 35, 36, 41, 42]
[38, 48, 58, 68, 78, 73, 74, 75, 76, 67, 77, 87, 14, 24, 34, 5, 6]
[13, 14, 15, 16, 17, 6, 7, 8, 9, 81, 82, 83, 36, 37, 38, 41, 42]
[0, 1, 2, 3, 4, 52, 62, 72, 82, 59, 69, 79, 45, 46, 47, 75, 76]
[80, 81, 82, 83, 84, 24, 34, 44, 54, 94, 95, 96, 37, 47, 57, 35, 45]
[30, 31, 32, 33, 34, 23, 24, 25, 26, 7, 8, 9, 64, 74, 84, 65, 75]
[54, 64, 74, 84, 94, 57, 67, 77, 87, 20, 21, 22, 46, 47, 48, 31, 32]
[94, 95, 96, 97, 98, 6, 16, 26, 36, 67, 77, 87, 7, 8, 9, 55, 65]
[10, 11, 12, 13, 14, 66, 67, 68, 69, 36, 37, 38, 41, 51, 61, 23, 33]
[56, 66, 76, 86, 96, 22, 23, 24, 25, 30, 40, 50, 48, 58, 68, 70, 71]
[6, 16, 26, 36, 46, 72, 73, 74, 75, 56, 57, 58, 9, 19, 29, 17, 27]
[54, 64, 74, 84, 94, 42, 52, 62, 72, 32, 33, 34, 1, 11, 21, 89, 99]
[3, 13, 23, 33, 43, 15, 16, 17, 18, 70, 80, 90, 19, 29, 39, 97, 98]
[92, 93, 94, 95, 96, 60, 70, 80, 90, 6, 7, 8, 14, 24, 34, 22, 32]
[90, 91, 92, 93, 94, 57, 67, 77, 87, 52, 53, 54, 56, 66, 76, 22, 32]
[27, 37, 47, 57, 67, 5, 6, 7, 8, 13, 23, 33, 94, 95, 96, 92, 93]
[43, 44, 45, 46, 47, 20, 30, 40, 50, 60, 61, 62, 11, 12, 13, 34, 35]
[30, 40, 50, 60, 70, 2, 3, 4, 5, 7, 17, 27, 72, 73, 74, 93, 94]
[10, 20, 30, 40, 50, 49, 59, 69, 79, 44, 45, 46, 64, 65, 66, 31, 41]
[48, 58, 68, 78, 88, 6, 16, 26, 36, 23, 24, 25, 12, 22, 32, 21, 31]
[20, 30, 40, 50, 60, 36, 37, 38, 39, 48, 58, 68, 55, 56, 57, 62, 63]
[3, 4, 5, 6, 7, 26, 36, 46, 56, 32, 42, 52, 43, 44, 45, 21, 22]
[53, 54, 55, 56, 57, 30, 40, 50, 60, 58, 68, 78, 90, 91, 92, 63, 73]
[47, 57, 67, 77, 87, 92, 93, 94, 95, 82, 83, 84, 0, 1, 2, 14, 24]
[55, 65, 75, 85, 95, 29, 39, 49, 59, 82, 83, 84, 14, 24, 34, 40, 41]
[81, 82, 83, 84, 85, 33, 34, 35, 36, 71, 72, 73, 19, 29, 39, 89, 99]
[92, 93, 94, 95, 96, 0, 1, 2, 3, 39, 49, 59, 38, 48, 58, 14, 24]
[54, 64, 74, 84, 94, 11, 21, 31, 41, 67, 68, 69, 2, 3, 4, 88, 98]
[31, 41, 51, 61, 71, 96, 97, 98, 99, 11, 12, 13, 43, 53, 63, 36, 37]
[11, 12, 13, 14, 15, 39, 49, 59, 69, 56, 57, 58, 46, 47, 48, 72, 73]
[26, 36, 46, 56, 66, 51, 61, 71, 81, 29, 39, 49, 45, 55, 65, 93, 94]
[20, 30, 40, 50, 60, 82, 83, 84, 85, 93, 94, 95, 3, 4, 5, 61, 71]
[23, 24, 25, 26, 27, 11, 12, 13, 14, 80, 81, 82, 8, 18, 28, 1, 2]
[92, 93, 94, 95, 96, 38, 48, 58, 68, 14, 24, 34, 97, 98, 99, 60, 70]
[44, 54, 64, 74, 84, 4, 5, 6, 7, 38, 48, 58, 86, 87, 88, 60, 61]
[92, 93, 94, 95, 96, 21, 22, 23, 24, 44, 45, 46, 13, 14, 15, 40, 41]
[72, 73, 74, 75, 76, 12, 13, 14, 15, 23, 24, 25, 47, 48, 49, 40, 50]
[21, 22, 23, 24, 25, 42, 43, 44, 45, 77, 78, 79, 51, 52, 53, 70, 80]
[31, 41, 51, 61, 71, 93, 94, 95, 96, 75, 76, 77, 52, 53, 54, 37, 38]
[3, 4, 5, 6, 7, 42, 43, 44, 45, 72, 82, 92, 70, 80, 90, 2, 12]
[5, 15, 25, 35, 45, 55, 56, 57, 58, 63, 73, 83, 59, 69, 79, 65, 75]
[0, 1, 2, 3, 4, 5, 15, 25, 35, 45, 46, 47, 60, 61, 62, 26, 27]
[90, 91, 92, 93, 94, 16, 26, 36, 46, 52, 53, 54, 21, 22, 23, 14, 24]
[54, 64, 74, 84, 94, 5, 6, 7, 8, 70, 71, 72, 28, 38, 48, 44, 45]
[31, 32, 33, 34, 35, 19, 29, 39, 49, 6, 16, 26, 74, 84, 94, 2, 12]
[20, 30, 40, 50, 60, 15, 16, 17, 18, 94, 95, 96, 53, 63, 73, 90, 91]
[3, 13, 23, 33, 43, 81, 82, 83, 84, 0, 10, 20, 35, 45, 55, 27, 28]
[18, 28, 38, 48, 58, 10, 20, 30, 40, 97, 98, 99, 26, 36, 46, 33, 43]
[53, 54, 55, 56, 57, 3, 13, 23, 33, 64, 74, 84, 41, 51, 61, 86, 96]
[65, 66, 67, 68, 69, 81, 82, 83, 84, 41, 42, 43, 34, 35, 36, 92, 93]
[40, 50, 60, 70, 80, 5, 6, 7, 8, 0, 1, 2, 11, 12, 13, 78, 79]
[16, 26, 36, 46, 56, 51, 52, 53, 54, 92, 93, 94, 50, 60, 70, 41, 42]
[60, 61, 62, 63, 64, 66, 76, 86, 96, 22, 23, 24, 90, 91, 92, 4, 14]
[51, 52, 53, 54, 55, 20, 30, 40, 50, 17, 18, 19, 0, 1, 2, 61, 71]
[21, 22, 23, 24, 25, 35, 36, 37, 38, 52, 62, 72, 85, 86, 87, 48, 49]
[26, 36, 46, 56, 66, 30, 31, 32, 33, 79, 89, 99, 16, 17, 18, 41, 42]
[33, 34, 35, 36, 37, 72, 73, 74, 75, 64, 65, 66, 11, 21, 31, 24, 25]
[15, 25, 35, 45, 55, 34, 44, 54, 64, 56, 57, 58, 27, 37, 47, 76, 86]
[44, 45, 46, 47, 48, 55, 56, 57, 58, 54, 64, 74, 10, 11, 12, 98, 99]
[18, 28, 38, 48, 58, 56, 66, 76, 86, 0, 1, 2, 21, 22, 23, 77, 78]
[16, 26, 36, 46, 56, 30, 40, 50, 60, 87, 88, 89, 95, 96, 97, 22, 23]
[48, 58, 68, 78, 88, 45, 55, 65, 75, 83, 84, 85, 5, 6, 7, 43, 53]
[51, 52, 53, 54, 55, 66, 67, 68, 69, 1, 11, 21, 18, 28, 38, 32, 33]
[63, 64, 65, 66, 67, 58, 68, 78, 88, 10, 20, 30, 51, 52, 53, 75, 76]
[70, 71, 72, 73, 74, 94, 95, 96, 97, 22, 32, 42, 27, 28, 29, 86, 87]
[34, 35, 36, 37, 38, 10, 20, 30, 40, 65, 66, 67, 22, 23, 24, 61, 62]
[92, 93, 94, 95, 96, 10, 11, 12, 13, 58, 68, 78, 41, 51, 61, 21, 22]
[6, 16, 26, 36, 46, 33, 43, 53, 63, 83, 84, 85, 37, 47, 57, 18, 19]
[19, 29, 39, 49, 59, 30, 40, 50, 60, 24, 25, 26, 13, 14, 15, 75, 85]
[54, 55, 56, 57, 58, 51, 61, 71, 81, 28, 38, 48, 39, 49, 59, 68, 78]
[95, 96, 97, 98, 99, 49, 59, 69, 79, 62, 63, 64, 71, 81, 91, 45, 46]
[17, 27, 37, 47, 57, 62, 72, 82, 92, 43, 53, 63, 51, 61, 71, 11, 21]
[58, 68, 78, 88, 98, 70, 71, 72, 73, 0, 10, 20, 35, 36, 37, 84, 85]
[36, 46, 56, 66, 76, 6, 7, 8, 9, 31, 41, 51, 55, 65, 75, 39, 49]
[1, 11, 21, 31, 41, 65, 66, 67, 68, 50, 51, 52, 9, 19, 29, 87, 88]
[0, 10, 20, 30, 40, 26, 36, 46, 56, 61, 71, 81, 11, 12, 13, 83, 93]
[73, 74, 75, 76, 77, 50, 51, 52, 53, 83, 84, 85, 0, 10, 20, 29, 39]
[42, 52, 62, 72, 82, 19, 29, 39, 49, 47, 57, 67, 34, 35, 36, 12, 13]
[43, 44, 45, 46, 47, 90, 91, 92, 93, 34, 35, 36, 5, 15, 25, 59, 69]
[90, 91, 92, 93, 94, 22, 23, 24, 25, 8, 18, 28, 30, 40, 50, 5, 6]
[20, 21, 22, 23, 24, 86, 87, 88, 89, 76, 77, 78, 25, 26, 27, 97, 98]
[23, 33, 43, 53, 63, 2, 12, 22, 32, 90, 91, 92, 45, 46, 47, 49, 59]
[55, 65, 75, 85, 95, 21, 22, 23, 24, 70, 71, 72, 7, 17, 27, 6, 16]
[33, 43, 53, 63, 73, 56, 66, 76, 86, 87, 88, 89, 24, 25, 26, 67, 77]
[21, 31, 41, 51, 61, 42, 43, 44, 45, 23, 24, 25, 70, 80, 90, 38, 39]
[81, 82, 83, 84, 85, 17, 27, 37, 47, 55, 65, 75, 5, 15, 25, 58, 59]
[43, 44, 45, 46, 47, 58, 68, 78, 88, 60, 70, 80, 74, 75, 76, 23, 33]
[13, 23, 33, 43, 53, 61, 71, 81, 91, 75, 76, 77, 27, 37, 47, 30, 31]
[3, 4, 5, 6, 7, 25, 26, 27, 28, 12, 22, 32, 37, 38, 39, 85, 95]
[0, 10, 20, 30, 40, 21, 31, 41, 51, 35, 45, 55, 1, 2, 3, 47, 48]
[42, 43, 44, 45, 46, 65, 66, 67, 68, 25, 26, 27, 7, 8, 9, 55, 56]
[41, 51, 61, 71, 81, 33, 34, 35, 36, 26, 27, 28, 11, 21, 31, 94, 95]
[34, 35, 36, 37, 38, 23, 33, 43, 53, 25, 26, 27, 71, 81, 91, 55, 56]
[15, 16, 17, 18, 19, 54, 64, 74, 84, 79, 89, 99, 45, 55, 65, 0, 1]
[54, 55, 56, 57, 58, 50, 51, 52, 53, 69, 79, 89, 12, 13, 14, 87, 97]
[60, 61, 62, 63, 64, 82, 83, 84, 85, 53, 54, 55, 92, 93, 94, 78, 88]
[64, 65, 66, 67, 68, 23, 24, 25, 26, 90, 91, 92, 18, 28, 38, 87, 97]
[60, 61, 62, 63, 64, 2, 3, 4, 5, 49, 59, 69, 20, 21, 22, 28, 29]
[41, 51, 61, 71, 81, 24, 34, 44, 54, 0, 1, 2, 68, 78, 88, 48, 58]
[57, 67, 77, 87, 97, 39, 49, 59, 69, 36, 37, 38, 93, 94, 95, 10, 20]
[12, 22, 32, 42, 52, 56, 66, 76, 86, 95, 96, 97, 7, 17, 27, 93, 94]
[40, 41, 42, 43, 44, 46, 47, 48, 49, 16, 26, 36, 1, 11, 21, 31, 32]
[21, 31, 41, 51, 61, 40, 50, 60, 70, 4, 14, 24, 10, 11, 12, 28, 38]
[33, 43, 53, 63, 73, 11, 12, 13, 14, 34, 35, 36, 40, 50, 60, 10, 20]
[93, 94, 95, 96, 97, 56, 57, 58, 59, 10, 20, 30, 74, 75, 76, 6, 7]
[20, 30, 40, 50, 60, 51, 61, 71, 81, 73, 83, 93, 3, 4, 5, 7, 17]
[54, 55, 56, 57, 58, 11, 12, 13, 14, 59, 69, 79, 27, 37, 47, 34, 35]
[6, 16, 26, 36, 46, 61, 71, 81, 91, 79, 89, 99, 9, 19, 29, 8, 18]
[11, 21, 31, 41, 51, 45, 46, 47, 48, 79, 89, 99, 95, 96, 97, 43, 44]
[18, 28, 38, 48, 58, 5, 6, 7, 8, 55, 56, 57, 30, 31, 32, 72, 82]
[31, 41, 51, 61, 71, 4, 5, 6, 7, 17, 18, 19, 70, 80, 90, 47, 57]
[32, 42, 52, 62, 72, 39, 49, 59, 69, 55, 65, 75, 11, 12, 13, 41, 51]
[16, 26, 36, 46, 56, 49, 59, 69, 79, 43, 53, 63, 3, 13, 23, 58, 68]
[47, 57, 67, 77, 87, 60, 70, 80, 90, 21, 22, 23, 43, 53, 63, 44, 54]
[47, 57, 67, 77, 87, 41, 42, 43, 44, 40, 50, 60, 52, 53, 54, 14, 15]
[1, 11, 21, 31, 41, 95, 96, 97, 98, 32, 33, 34, 18, 28, 38, 43, 53]
[52, 53, 54, 55, 56, 62, 63, 64, 65, 19, 29, 39, 25, 26, 27, 61, 71]
[37, 47, 57, 67, 77, 26, 27, 28, 29, 1, 11, 21, 40, 41, 42, 60, 61]
[35, 45, 55, 65, 75, 66, 76, 86, 96, 57, 58, 59, 61, 71, 81, 2, 3]
[25, 35, 45, 55, 65, 68, 78, 88, 98, 47, 57, 67, 0, 1, 2, 54, 64]
[20, 21, 22, 23, 24, 19, 29, 39, 49, 81, 82, 83, 30, 40, 50, 32, 33]
[60, 61, 62, 63, 64, 35, 45, 55, 65, 14, 24, 34, 41, 42, 43, 11, 21]
[56, 66, 76, 86, 96, 31, 41, 51, 61, 90, 91, 92, 42, 43, 44, 13, 23]
[32, 33, 34, 35, 36, 93, 94, 95, 96, 41, 42, 43, 72, 82, 92, 46, 47]
[95, 96, 97, 98, 99, 10, 20, 30, 40, 44, 54, 64, 55, 56, 57, 29, 39]
[47, 57, 67, 77, 87, 3, 13, 23, 33, 45, 55, 65, 60, 70, 80, 9, 19]
[91, 92, 93, 94, 95, 64, 65, 66, 67, 71, 72, 73, 11, 12, 13, 29, 39]
[40, 41, 42, 43, 44, 82, 83, 84, 85, 93, 94, 95, 70, 71, 72, 36, 46]
[53, 54, 55, 56, 57, 44, 45, 46, 47, 61, 62, 63, 84, 85, 86, 20, 30]
[4, 5, 6, 7, 8, 25, 26, 27, 28, 34, 35, 36, 82, 83, 84, 33, 43]
[0, 1, 2, 3, 4, 71, 72, 73, 74, 69, 79, 89, 6, 7, 8, 46, 47]
[46, 56, 66, 76, 86, 49, 59, 69, 79, 78, 88, 98, 52, 53, 54, 81, 91]
[2, 12, 22, 32, 42, 10, 20, 30, 40, 72, 82, 92, 73, 74, 75, 45, 46]
[74, 75, 76, 77, 78, 21, 22, 23, 24, 35, 36, 37, 32, 42, 52, 10, 20]
[1, 2, 3, 4, 5, 33, 34, 35, 36, 71, 81, 91, 6, 7, 8, 83, 84]
[3, 4, 5, 6, 7, 25, 35, 45, 55, 13, 23, 33, 69, 79, 89, 76, 77]
[31, 41, 51, 61, 71, 48, 58, 68, 78, 34, 44, 54, 55, 65, 75, 83, 84]
[54, 64, 74, 84, 94, 75, 76, 77, 78, 72, 82, 92, 37, 38, 39, 2, 3]
[94, 95, 96, 97, 98, 16, 26, 36, 46, 54, 55, 56, 51, 61, 71, 66, 76]
[92, 93, 94, 95, 96, 60, 61, 62, 63, 44, 54, 64, 82, 83, 84, 6, 7]
[90, 91, 92, 93, 94, 10, 11, 12, 13, 41, 42, 43, 72, 73, 74, 68, 69]
[4, 5, 6, 7, 8, 74, 75, 76, 77, 27, 28, 29, 23, 33, 43, 56, 57]
[61, 62, 63, 64, 65, 38, 48, 58, 68, 80, 81, 82, 14, 24, 34, 13, 23]
[24, 25, 26, 27, 28, 5, 6, 7, 8, 86, 87, 88, 56, 66, 76, 9, 19]
[45, 46, 47, 48, 49, 69, 79, 89, 99, 37, 38, 39, 57, 67, 77, 3, 13]
[32, 42, 52, 62, 72, 36, 37, 38, 39, 11, 12, 13, 6, 16, 26, 66, 76]
[8, 18, 28, 38, 48, 68, 78, 88, 98, 11, 21, 31, 33, 34, 35, 4, 14]
[49, 59, 69, 79, 89, 21, 31, 41, 51, 67, 77, 87, 36, 46, 56, 3, 4]
[31, 41, 51, 61, 71, 13, 23, 33, 43, 46, 56, 66, 52, 53, 54, 73, 83]
[35, 45, 55, 65, 75, 12, 13, 14, 15, 76, 77, 78, 64, 74, 84, 39, 49]
